finding_id,detected_type,regex_confidence,value_length,entropy,entropy_level,has_live_prefix,has_test_prefix,looks_like_placeholder,file_role,environment_hint,is_prod_path,is_test_path,is_docs_path,is_config_file,variable_intent,has_secret_variable_name,has_example_language,has_placeholder_language,has_test_language,storage_exposure,asset_criticality,customer_vertical,label,is_true_secret
evenup_finding_0066,phi,high,11,3.28,medium,0,0,0,log,prod,1,0,0,0,unknown,0,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0067,phi,high,10,2.45,low,0,0,0,log,prod,1,0,0,0,unknown,0,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0068,phi,high,12,2.75,low,0,0,0,log,prod,1,0,0,0,unknown,0,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0069,database_password,high,123,5.02,high,0,0,0,log,prod,1,0,0,0,public,0,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0070,cloud_key,high,20,3.55,medium,1,0,0,iac,prod,1,0,0,1,secret,1,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0071,cloud_key,high,40,4.85,high,0,0,0,iac,prod,1,0,0,1,secret,1,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0072,database_password,high,125,5.05,high,0,0,0,iac,prod,1,0,0,1,public,0,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0073,api_key,high,177,5.70,high,0,0,0,iac,prod,1,0,0,1,secret,1,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0074,payment_secret,high,32,4.60,high,0,0,0,iac,prod,1,0,0,1,secret,1,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0075,cloud_key,high,20,4.12,high,1,0,0,iac,prod,1,0,0,1,secret,1,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0076,cloud_key,high,40,4.73,high,0,0,0,iac,prod,1,0,0,1,secret,1,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0077,database_password,high,125,5.06,high,0,0,0,iac,prod,1,0,0,1,public,0,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0078,api_key,high,177,5.75,high,0,0,0,iac,prod,1,0,0,1,secret,1,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0079,payment_secret,high,32,4.56,high,0,0,0,iac,prod,1,0,0,1,secret,1,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0080,cloud_key,high,20,4.02,high,1,0,0,iac,prod,1,0,0,1,secret,1,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0081,cloud_key,high,40,4.90,high,0,0,0,iac,prod,1,0,0,1,secret,1,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0082,database_password,high,125,5.02,high,0,0,0,iac,prod,1,0,0,1,public,0,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0083,api_key,high,177,5.75,high,0,0,0,iac,prod,1,0,0,1,secret,1,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0084,payment_secret,high,32,4.54,high,0,0,0,iac,prod,1,0,0,1,secret,1,0,0,0,internet,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0085,pii,low,16,3.00,medium,0,0,0,production_config,prod,1,0,0,1,unknown,0,0,0,0,internet,critical,fintech-legal-hybrid,false_positive,0
evenup_finding_0086,pii,low,16,3.00,medium,0,0,0,production_config,prod,1,0,0,1,unknown,0,0,0,0,internet,critical,fintech-legal-hybrid,false_positive,0
evenup_finding_0087,pii,low,16,3.00,medium,0,0,0,production_config,prod,1,0,0,1,unknown,0,0,0,0,internet,critical,fintech-legal-hybrid,false_positive,0
evenup_finding_0088,pii,low,16,3.00,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,internet,critical,fintech-legal-hybrid,false_positive,0
evenup_finding_0089,pii,low,16,3.00,medium,0,0,0,production_config,prod,1,0,0,1,unknown,0,0,0,0,internet,critical,fintech-legal-hybrid,false_positive,0
evenup_finding_0090,pii,high,11,2.73,low,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0091,financial,high,22,3.21,medium,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0092,financial,high,9,2.42,low,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0093,api_key,high,48,4.93,high,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0094,pii,high,11,2.91,low,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0095,financial,high,22,3.33,medium,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0096,financial,high,9,2.42,low,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0097,api_key,high,48,5.04,high,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0098,pii,high,11,2.66,low,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0099,financial,high,22,3.21,medium,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0100,financial,high,9,2.20,low,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0101,api_key,high,48,5.03,high,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0102,pii,high,11,2.37,low,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0103,financial,high,22,3.21,medium,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0104,financial,high,9,2.20,low,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0105,api_key,high,48,4.86,high,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0106,pii,high,11,2.73,low,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0107,financial,high,22,3.27,medium,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0108,financial,high,9,2.50,low,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0109,api_key,high,48,4.90,high,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0110,pii,low,16,3.00,medium,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,false_positive,0
evenup_finding_0111,pii,high,11,2.91,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0112,financial,high,22,3.04,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0113,credit_card,high,16,2.91,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0114,pii,high,11,2.66,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0115,financial,high,22,3.12,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0116,credit_card,high,16,2.83,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0117,pii,high,11,2.55,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0118,financial,high,22,3.17,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0119,credit_card,high,16,2.40,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0120,pii,high,11,2.48,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0121,financial,high,22,3.48,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0122,credit_card,high,16,3.00,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0123,pii,high,11,2.91,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0124,financial,high,22,3.02,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0125,credit_card,high,16,2.53,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0126,pii,high,11,2.19,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0127,financial,high,22,3.17,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0128,credit_card,high,16,2.52,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0129,pii,high,11,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0130,financial,high,22,3.21,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0131,credit_card,high,16,3.20,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0132,pii,high,11,2.66,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0133,financial,high,22,2.82,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0134,credit_card,high,16,2.73,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0135,pii,high,11,2.66,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0136,financial,high,22,3.32,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0137,credit_card,high,16,3.03,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0138,pii,high,11,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0139,financial,high,22,3.19,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0140,credit_card,high,16,2.66,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0141,pii,high,11,2.30,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0142,financial,high,22,3.39,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0143,credit_card,high,16,2.78,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0144,pii,high,11,3.10,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0145,financial,high,22,3.45,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0146,credit_card,high,16,2.90,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0147,pii,high,11,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0148,financial,high,22,3.27,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0149,credit_card,high,16,2.88,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0150,pii,high,11,2.91,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0151,financial,high,22,3.36,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0152,credit_card,high,16,2.91,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0153,pii,high,11,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0154,financial,high,22,3.28,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0155,credit_card,high,16,2.83,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0156,pii,high,11,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0157,financial,high,22,3.27,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0158,credit_card,high,16,3.03,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0159,pii,high,11,2.66,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0160,financial,high,22,3.22,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0161,credit_card,high,16,2.95,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0162,pii,high,11,2.55,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0163,financial,high,22,3.32,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0164,credit_card,high,16,2.78,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0165,pii,high,9,2.64,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0166,pii,high,10,3.12,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0167,pii,high,11,2.66,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0168,pii,high,9,2.64,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0169,pii,high,10,2.65,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0170,pii,high,11,2.91,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
